,gate_0,gate_1,gate_2,gate_3,gate_4,gate_5,gate_6,gate_7,gate_8,gate_9,gate_10,gate_11,gate_12,gate_13,gate_14,gate_15,gate_16,gate_17,gate_18,gate_19,gate_20,gate_21,gate_22,gate_23,gate_24,gate_25,gate_26,gate_27,gate_28,gate_29,gate_30,gate_31,gate_32,gate_33,gate_34,gate_35,gate_36,gate_37,gate_38,gate_39,gate_40,gate_41,gate_42,gate_43,gate_44,gate_45,gate_46,gate_47,gate_48,gate_49,gate_50,gate_51,gate_52,gate_53,gate_54,gate_55,gate_56,gate_57,gate_58,gate_59,gate_60,gate_61,gate_62,gate_63,gate_64,gate_65,gate_66,gate_67,gate_68,gate_69,gate_70,gate_71,gate_72,gate_73,gate_74,gate_75,gate_76,gate_77,gate_78,gate_79,gate_80,gate_81,gate_82,gate_83,gate_84,gate_85,gate_86,gate_87,gate_88,gate_89,gate_90,gate_91,gate_92,gate_93,gate_94,gate_95,gate_96,gate_97,gate_98,gate_99,gate_100,gate_101,gate_102,gate_103,gate_104,gate_105,gate_106,gate_107,gate_108,gate_109,gate_110,gate_111,gate_112,gate_113,gate_114,gate_115,gate_116,gate_117,gate_118,gate_119,gate_120,gate_121,gate_122,gate_123,gate_124,gate_125,gate_126,gate_127,gate_128,gate_129,gate_130,gate_131,gate_132,gate_133,gate_134,gate_135,gate_136,gate_137,gate_138,gate_139,gate_140,gate_141,gate_142,gate_143,gate_144,gate_145,gate_146,gate_147,gate_148,gate_149,gate_150,gate_151,gate_152,gate_153,gate_154,gate_155,gate_156,gate_157,gate_158,gate_159,gate_160,gate_161,gate_162,gate_163,gate_164,gate_165,gate_166,gate_167,gate_168,gate_169,gate_170,gate_171,gate_172,gate_173,gate_174,gate_175,gate_176,gate_177,gate_178,gate_179,gate_180,gate_181,gate_182,gate_183,gate_184,gate_185,gate_186,gate_187,gate_188,gate_189,gate_190,gate_191,gate_192,gate_193,gate_194,gate_195,gate_196,gate_197,gate_198,gate_199,gate_200,gate_201,gate_202,gate_203,gate_204,gate_205,gate_206,gate_207,gate_208,gate_209,gate_210,gate_211,gate_212,gate_213,gate_214,gate_215,gate_216,gate_217,gate_218,gate_219,gate_220,gate_221,gate_222,gate_223,gate_224,gate_225,gate_226,gate_227,gate_228,gate_229,gate_230,gate_231,gate_232,gate_233,gate_234,gate_235,gate_236,gate_237,gate_238,gate_239,gate_240,gate_241,gate_242,gate_243,gate_244,gate_245,gate_246,gate_247,gate_248,gate_249,gate_250,gate_251,gate_252,gate_253,gate_254,gate_255
auto_220,758,758,758,758,459,459,758,757,758,758,758,757,459,459,758,757,758,757,758,757,757,757,758,757,758,757,758,756,459,459,626,757,758,758,758,758,459,757,758,756,758,758,758,757,459,598,758,756,758,757,459,459,757,757,664,757,758,459,459,755,459,754,467,757,758,758,758,677,459,459,459,459,758,755,758,633,459,459,459,459,758,756,758,689,757,555,623,757,758,696,758,461,459,459,459,757,758,757,758,620,459,657,459,755,758,747,758,741,459,505,459,749,758,756,459,608,757,756,459,757,758,626,459,459,459,652,757,757,758,758,758,728,459,459,758,620,758,623,758,614,459,459,758,558,758,758,758,661,757,608,459,459,758,474,758,461,459,459,461,461,758,758,758,614,459,459,758,459,758,532,758,614,459,515,758,555,758,757,459,459,757,461,459,459,758,459,459,459,459,459,459,459,758,758,758,527,459,459,459,459,758,461,758,461,459,459,459,459,758,758,758,464,757,757,459,459,758,459,758,459,459,459,459,459,758,758,758,461,459,755,459,459,758,461,758,461,459,459,459,459,758,758,459,459,757,755,459,459,758,459,459,459,459,459,459,459
auto_221,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461
auto_222,938,938,940,948,459,459,939,938,938,947,940,946,459,459,939,815,940,948,938,938,939,938,938,938,940,898,938,893,459,459,747,938,938,938,940,948,459,938,939,938,938,944,940,946,459,744,939,945,940,948,459,459,939,938,783,938,940,586,459,843,459,943,467,938,938,947,940,884,459,459,459,459,938,934,940,800,459,459,459,459,940,946,938,883,939,783,747,938,940,810,938,462,459,459,459,938,938,944,940,620,459,754,459,943,938,919,940,848,459,540,459,870,940,946,459,819,939,945,465,938,940,829,459,459,459,854,938,938,938,938,940,929,459,459,939,729,938,848,940,842,459,459,939,794,940,933,938,778,939,727,459,459,940,530,938,465,459,459,461,461,938,938,940,842,459,459,939,461,938,772,940,842,459,756,939,788,940,865,459,459,939,461,459,459,940,461,459,459,459,459,459,459,938,869,940,542,459,459,459,459,938,462,940,461,459,459,459,459,940,865,938,466,939,826,461,461,940,461,938,459,459,459,459,459,938,809,940,461,459,796,459,459,938,462,940,461,459,459,459,459,940,865,459,459,939,818,459,459,940,461,459,459,459,459,459,459
auto_223,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461
auto_224,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461
auto_225,5766,895,8589,931,8033,895,8558,5800,5766,7057,8589,8054,8033,895,8046,4689,5838,5689,8226,5800,6058,5800,8289,5800,5838,6501,8226,5324,7279,895,8351,5800,5766,895,8589,931,8033,3550,8558,5771,5766,7944,8589,8054,8033,7972,8046,8213,5838,5689,7509,895,6058,5770,8240,5800,5838,2725,7509,5029,8020,1081,8569,5800,5766,7911,8589,6635,8033,895,8345,895,5766,8849,8589,8151,8033,895,8345,895,5838,7766,8226,5532,6087,4616,8382,5800,5838,8235,8226,895,7279,895,7509,5800,5766,8128,8589,2284,8033,7923,8565,1066,5766,8590,8589,2095,8033,8263,8443,6634,5838,7766,7509,4991,6087,7788,8200,5800,5838,1374,7509,895,8007,7450,8563,5800,5766,8452,8589,8366,8033,5178,8558,6556,5766,7347,8589,7407,8033,1437,8046,7280,5838,8199,8226,7146,6058,6566,7897,895,5838,4488,8226,991,7279,895,8296,910,5766,8452,8589,6607,8033,7720,8558,5226,5766,7277,8589,7407,8033,5226,8046,5382,5838,6835,7509,1271,6058,5566,7569,1083,5838,637,7509,895,7279,895,7509,895,5766,7746,8589,4334,8033,7254,8345,895,5766,895,8589,552,8033,895,8345,895,5838,7050,8226,991,6087,6891,8308,924,5838,552,8226,895,7279,895,7509,895,5766,7317,8589,595,8033,5544,8345,895,5766,895,8589,552,8033,895,8345,895,5838,7050,7509,895,6087,4855,7509,895,5838,552,7509,895,7279,895,7509,895
auto_226,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461
auto_227,4618,895,7004,2968,6947,895,7004,2945,4618,7036,7004,7655,6947,895,7004,2945,4667,4743,6872,2945,5518,2945,6876,2945,4667,5446,6872,2911,6686,895,8556,2945,4618,895,7004,2968,6947,3043,7004,2911,4618,6775,7004,7655,6947,8235,7004,7464,4667,4743,6784,895,5518,2946,6144,2945,4667,2760,6784,2876,7139,1081,7828,2945,4618,7020,7004,6110,6947,895,7045,895,4618,8922,7004,8557,6947,895,7045,895,4667,7793,6872,2601,5499,1554,8592,2945,4667,8656,6872,895,6686,895,6784,2945,4618,7982,7004,3220,6947,8296,7117,2898,4618,9028,7004,3945,6947,8684,7960,7052,4667,7793,6784,2163,5499,7837,7939,2945,4667,1323,6784,895,7682,7589,7240,2945,4618,8007,7004,8774,6947,5139,7004,7001,4618,7907,7004,7460,6947,1437,7004,6462,4667,8801,6872,5591,5518,6985,6940,895,4667,4406,6872,910,6686,895,7944,910,4618,8007,7004,7522,6947,7928,7004,5551,4618,7833,7004,7460,6947,5449,7004,4686,4667,7594,6784,1271,5518,5545,6877,1066,4667,637,6784,895,6686,895,6784,895,4618,7960,7004,4509,6947,7253,7045,895,4618,895,7004,895,6947,895,7045,895,4667,7595,6872,959,5499,7865,7237,895,4667,552,6872,895,6686,895,6784,895,4618,7987,7004,925,6947,5417,7045,895,4618,895,7004,895,6947,895,7045,895,4667,7595,6784,895,5499,5339,6784,895,4667,552,6784,895,6686,895,6784,895
auto_228,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459
auto_229,5233,931,7845,887,7500,919,7809,586,5233,4394,7845,4877,7500,915,7860,1128,5438,1125,4376,586,5438,586,4302,586,5438,3191,4376,3097,4165,932,7192,635,5233,931,7845,887,7500,1091,7809,1040,5233,3860,7845,4877,7500,5903,7860,4873,5438,1125,1426,919,5438,1042,6816,586,5438,2417,1426,1274,5679,1281,3969,635,5233,5023,7845,3118,7500,731,4772,919,5233,6640,7845,6910,7500,699,4772,913,5438,5008,4376,3075,5438,841,7141,586,5438,7315,4376,1130,4165,742,1426,635,5233,4954,7845,1630,7500,6327,6675,1270,5233,5933,7845,4082,7500,5934,7290,4656,5438,5008,1426,1044,5438,5023,3922,586,5438,4103,1426,975,7231,5015,4842,635,5233,7118,7845,6824,7500,942,7809,5089,5233,6745,7845,4806,7500,916,7860,2929,5438,8101,4376,7112,5438,5405,5310,5021,5438,3400,4376,4509,4165,918,6022,4329,5233,7118,7845,4827,7500,4283,7809,4744,5233,4190,7845,4806,7500,4518,7860,2794,5438,4187,1426,1006,5438,4805,1545,582,5438,467,1426,461,4165,461,1426,461,5233,7209,7845,3270,7500,1005,4772,917,5233,832,7845,466,7500,461,4772,461,5438,4164,4376,4500,5438,5153,6033,4281,5438,466,4376,461,4165,461,1426,461,5233,4697,7845,468,7500,4999,4772,461,5233,466,7845,466,7500,461,4772,461,5438,4164,1426,461,5438,4954,1426,461,5438,466,1426,461,4165,461,1426,461
auto_230,3779,1996,3763,1856,459,459,3754,1856,3779,2655,3763,2693,459,459,3766,827,3779,2036,2946,1856,3763,1856,3083,1856,3779,1434,2946,1522,459,459,1313,1856,3779,1996,3763,1856,459,1973,3754,1856,3779,2321,3763,2693,459,1116,3766,2693,3779,2036,459,459,3763,1834,1360,1856,3779,1209,459,1304,459,1942,459,1856,3779,2320,3763,1990,459,459,459,459,3779,2743,3763,1778,459,459,459,459,3779,2448,2946,1834,3763,1353,915,1856,3779,1567,2946,675,459,459,459,1856,3779,2435,3763,459,459,1317,459,1790,3779,1982,3763,1374,459,713,459,1677,3779,2448,459,1812,3763,2421,628,1856,3779,1744,459,459,459,1983,1654,1856,3779,3015,3763,2493,459,459,3754,1422,3779,3400,3763,1480,459,459,3766,1381,3779,2492,2946,1452,3763,1241,459,459,3779,861,2946,516,459,459,459,459,3779,3015,3763,1411,459,459,3754,533,3779,1712,3763,1480,459,1590,3766,1257,3779,1043,459,459,3763,459,459,459,3779,461,459,459,459,459,459,459,3779,1204,3763,477,459,459,459,459,3779,677,3763,459,459,459,459,459,3779,1043,2946,516,3763,852,574,516,3779,461,2946,459,459,459,459,459,3779,728,3763,459,459,537,459,459,3779,461,3763,459,459,459,459,459,3779,1043,459,459,3763,823,459,459,3779,461,459,459,459,459,459,459
auto_231,4030,956,7333,887,5741,919,7348,586,4030,4464,7333,4877,5741,915,7367,1128,4223,1125,4389,586,4223,586,4295,586,4223,3191,4389,3097,3355,932,7341,635,4030,956,7333,887,5741,1054,7348,1040,4030,5044,7333,4877,5741,6336,7367,4873,4223,1125,1322,919,4223,1042,6962,586,4223,2417,1322,1274,4845,1281,4127,635,4030,5029,7333,3118,5741,731,3769,919,4030,7328,7333,6910,5741,699,3769,913,4223,5008,4389,3075,4223,841,7292,586,4223,7315,4389,1130,3355,742,1322,635,4030,5227,7333,1630,5741,6941,5629,1270,4030,6791,7333,4082,5741,5934,6517,4656,4223,5008,1322,1044,4223,5023,4041,586,4223,4103,1322,975,6651,5015,4946,635,4030,7304,7333,6824,5741,1532,7348,5089,4030,6919,7333,4806,5741,916,7367,2929,4223,8101,4389,7112,4223,5405,5299,5021,4223,3400,4389,4509,3355,918,6181,4329,4030,7304,7333,4827,5741,6339,7348,4744,4030,4257,7333,4806,5741,4518,7367,2794,4223,4187,1322,1006,4223,4805,1449,582,4223,467,1322,461,3355,461,1322,461,4030,7325,7333,3270,5741,995,3769,917,4030,832,7333,466,5741,461,3769,461,4223,4164,4389,4500,4223,5153,6177,4281,4223,466,4389,461,3355,461,1322,461,4030,4743,7333,468,5741,4765,3769,461,4030,466,7333,466,5741,461,3769,461,4223,4164,1322,461,4223,4954,1322,461,4223,466,1322,461,3355,461,1322,461
auto_232,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461
auto_233,464,895,823,5032,820,895,869,3306,464,6301,823,6815,820,895,819,2905,839,5038,4466,3306,870,3306,4490,3306,839,5836,4466,3114,3655,895,7193,3306,464,895,823,5032,820,5332,869,3310,464,7370,823,6815,820,7152,819,6759,839,5038,6338,895,870,3310,4056,3306,839,2849,6338,2683,2808,3185,7591,3306,464,6408,823,6031,820,895,3672,895,464,7864,823,7544,820,895,3672,895,839,7073,4466,3102,830,2904,7144,3306,839,7609,4466,895,3655,895,6338,3306,464,7066,823,2809,820,7142,2698,3195,464,7938,823,2144,820,7486,4173,6945,839,7073,6338,2686,830,7029,7833,3306,839,2152,6338,895,4143,6857,5341,3306,464,7586,823,7394,820,8053,869,6093,464,6896,823,7265,820,7137,819,6992,839,7894,4466,7094,870,6114,5994,895,839,4065,4466,801,3655,895,1459,770,464,7586,823,7253,820,6958,869,5174,464,6487,823,7265,820,4269,819,4979,839,7561,6338,1456,870,4788,6477,1132,839,620,6338,895,3655,895,6338,895,464,6932,823,4069,820,7144,3672,895,464,895,823,552,820,895,3672,895,839,7520,4466,801,830,7121,1460,770,839,552,4466,895,3655,895,6338,895,464,6487,823,620,820,4087,3672,895,464,895,823,552,820,895,3672,895,839,7520,6338,895,830,5100,6338,895,839,552,6338,895,3655,895,6338,895
auto_234,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461
auto_235,464,895,763,1077,820,895,819,1063,464,4440,763,4937,820,895,819,1063,839,4939,4635,1063,870,1063,4582,1063,839,2894,4635,1064,3655,895,7182,1063,464,895,763,1077,820,1487,819,1064,464,4706,763,4937,820,7131,819,4984,839,4939,6338,895,870,1061,6286,1063,839,2956,6338,1064,2789,4685,7591,1063,464,8153,763,5948,820,895,3672,895,464,7753,763,7546,820,895,3672,895,839,7752,4635,1072,830,732,7387,1063,839,7419,4635,895,3655,895,6338,1063,464,6362,763,2248,820,7138,2729,1222,464,7600,763,1278,820,7406,4404,4457,839,7752,6338,828,830,7753,7780,1063,839,1383,6338,895,4178,7753,5571,1063,464,7825,763,7073,820,4578,819,6218,464,7338,763,5121,820,6461,819,4890,839,6833,4635,6074,870,6237,6253,895,839,3708,4635,770,3655,895,6338,770,464,7825,763,5298,820,6948,819,5156,464,7504,763,5121,820,5543,819,4592,839,5915,6338,1456,870,4816,6429,1067,839,620,6338,895,3655,895,6338,895,464,6747,763,1878,820,1347,3672,895,464,895,763,895,820,895,3672,895,839,5928,4635,923,830,7315,1460,895,839,552,4635,895,3655,895,6338,895,464,5875,763,950,820,4972,3672,895,464,895,763,895,820,895,3672,895,839,5928,6338,895,830,4732,6338,895,839,552,6338,895,3655,895,6338,895
auto_236,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459
auto_237,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461
auto_238,703,703,703,703,459,459,703,703,703,703,703,702,459,459,703,533,703,703,703,703,703,703,703,703,703,635,703,645,459,459,589,703,703,703,703,703,459,703,703,703,703,703,703,702,459,617,703,702,703,703,459,459,703,702,624,703,703,586,459,576,459,701,459,703,703,703,703,703,459,459,459,459,703,701,703,650,459,459,459,459,703,703,703,702,703,703,592,703,703,598,703,461,459,459,459,703,703,703,703,459,459,567,459,700,703,694,703,592,459,494,459,613,703,703,459,701,703,702,465,703,703,689,459,459,459,695,703,703,703,703,703,703,459,459,703,576,703,703,703,703,459,459,703,703,703,678,703,620,703,586,459,459,703,511,703,463,459,459,459,459,703,703,703,703,459,459,703,461,703,703,703,703,459,701,703,701,703,581,459,459,703,459,459,459,703,461,459,459,459,459,459,459,703,589,703,471,459,459,459,459,703,461,703,459,459,459,459,459,703,581,703,461,703,537,461,461,703,461,703,459,459,459,459,459,703,516,703,459,459,502,459,459,703,461,703,459,459,459,459,459,703,581,459,459,703,533,459,459,703,461,459,459,459,459,459,459
auto_239,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461
